ID_DOM;nMora;CodIBGE7;CodUF;qMora;R14;R15;R16
1482;1;1503705;15;7;1;1;400
1482;2;1503705;15;7;2;1;300
1482;3;1503705;15;7;4;1;150
1482;4;1503705;15;7;4;1;100
1482;5;1503705;15;7;3;1;100
1482;6;1503705;15;7;3;2; 
1482;7;1503705;15;7;3;2; 
1483;1;2103307;21;3;1;1;160
1483;2;2103307;21;3;3;3;45
1483;3;2103307;21;3;3;3;45
1484;1;4113700;41;5;1;1;81
1484;2;4113700;41;5;2;2; 
1484;3;4113700;41;5;4;2; 
1484;4;4113700;41;5;3;2; 
1484;5;4113700;41;5;3;2; 
1485;1;2103307;21;4;1;1;540
1485;2;2103307;21;4;2;2; 
1485;3;2103307;21;4;3;1;56
1485;4;2103307;21;4;3;1;56
1486;1;2103307;21;4;1;1;50
1486;2;2103307;21;4;2;1;540
1486;3;2103307;21;4;5;1;60
1486;4;2103307;21;4;5;1;60
1487;1;5221403;52;9;1;1;420
1487;2;5221403;52;9;2;1;545
1487;3;5221403;52;9;4;2; 
1487;4;5221403;52;9;4;2; 
1487;5;5221403;52;9;4;2; 
1487;6;5221403;52;9;3;2; 
1487;7;5221403;52;9;3;2; 
1487;8;5221403;52;9;3;2; 
1487;9;5221403;52;9;3;2; 
1488;1;4305108;43;5;1;2; 
1488;2;4305108;43;5;2;1;650
1488;3;4305108;43;5;3;2; 
1488;4;4305108;43;5;3;2; 
1488;5;4305108;43;5;3;2; 
1489;1;5200308;52;5;1;1;22
1489;2;5200308;52;5;2;1;540
1489;3;5200308;52;5;4;2; 
1489;4;5200308;52;5;3;2; 
1489;5;5200308;52;5;6;2; 
1490;1;5200308;52;4;1;1;101
1490;2;5200308;52;4;2;1;540
1490;3;5200308;52;4;5;1;150
1490;4;5200308;52;4;4;2; 
1491;1;5200308;52;6;1;1;348
1491;2;5200308;52;6;4;2; 
1491;3;5200308;52;6;4;2; 
1491;4;5200308;52;6;4;2; 
1491;5;5200308;52;6;4;2; 
1491;6;5200308;52;6;4;2; 
1492;1;2600708;26;1;1;1;68
1493;1;2600708;26;1;1;1;68
1494;1;4317103;43;4;1;2; 
1494;2;4317103;43;4;3;2; 
1494;3;4317103;43;4;3;2; 
1494;4;4317103;43;4;3;2; 
1495;1;4317103;43;4;1;1;240
1495;2;4317103;43;4;3;2; 
1495;3;4317103;43;4;3;2; 
1495;4;4317103;43;4;3;2; 
1496;1;4305108;43;4;1;1;300
1496;2;4305108;43;4;2;2; 
1496;3;4305108;43;4;2;2; 
1496;4;4305108;43;4;3;2; 
1497;1;4305108;43;6;1;1;360
1497;2;4305108;43;6;7;1;100
1497;3;4305108;43;6;8;2; 
1497;4;4305108;43;6;3;2; 
1497;5;4305108;43;6;3;2; 
1497;6;4305108;43;6;8;2; 
1498;1;2103307;21;9;1;1;200
1498;2;2103307;21;9;2;1;200
1498;3;2103307;21;9;3;2; 
1498;4;2103307;21;9;3;2; 
1498;5;2103307;21;9;3;2; 
1498;6;2103307;21;9;3;2; 
1498;7;2103307;21;9;3;2; 
1498;8;2103307;21;9;3;2; 
1498;9;2103307;21;9;3;2; 
1499;1;2103307;21;2;1;1;150
1499;2;2103307;21;2;3;1;101
1500;1;2907202;29;5;1;2; 
1500;2;2907202;29;5;2;1;500
1500;3;2907202;29;5;3;2; 
1500;4;2907202;29;5;3;2; 
1500;5;2907202;29;5;4;1;450
1501;1;2907202;29;5;1;1;200
1501;2;2907202;29;5;3;2; 
1501;3;2907202;29;5;3;2; 
1501;4;2907202;29;5;3;2; 
1501;5;2907202;29;5;3;2; 
1502;1;1301902;13;3;1;1;500
1502;2;1301902;13;3;4;1;240
1502;3;1301902;13;3;3;2; 
1503;1;4305108;43;3;1;1;240
1503;2;4305108;43;3;3;2; 
1503;3;4305108;43;3;3;2; 
1504;1;4307609;43;4;1;1;112
1504;2;4307609;43;4;2;1;250
1504;3;4307609;43;4;3;2; 
1504;4;4307609;43;4;3;2; 
1505;1;1500800;15;5;1;1;68
1505;2;1500800;15;5;2;1;300
1505;3;1500800;15;5;3;2; 
1505;4;1500800;15;5;5;2; 
1505;5;1500800;15;5;5;2; 
1506;1;2613305;26;2;1;1;68
1506;2;2613305;26;2;2;1;80
1507;1;3143906;31;6;1;1;250
1507;2;3143906;31;6;4;1;750
1507;3;3143906;31;6;4;2; 
1507;4;3143906;31;6;4;2; 
1507;5;3143906;31;6;3;2; 
1507;6;3143906;31;6;5;2; 
1508;1;4113700;41;5;1;1;746
1508;2;4113700;41;5;2;2; 
1508;3;4113700;41;5;3;2; 
1508;4;4113700;41;5;3;2; 
1508;5;4113700;41;5;3;2; 
1509;1;5208004;52;4;1;1;180
1509;2;5208004;52;4;2;1;540
1509;3;5208004;52;4;4;2; 
1509;4;5208004;52;4;3;2; 
1510;1;2111706;21;4;1;1;540
1510;2;2111706;21;4;2;1;540
1510;3;2111706;21;4;3;2; 
1510;4;2111706;21;4;3;2; 
1511;1;1500800;15;2;1;1;200
1511;2;1500800;15;2;3;2; 
1512;1;1500800;15;5;1;1;675
1512;2;1500800;15;5;2;1;100
1512;3;1500800;15;5;3;2; 
1512;4;1500800;15;5;3;2; 
1512;5;1500800;15;5;3;2; 
1513;1;3548807;35;7;1;1;250
1513;2;3548807;35;7;3;2; 
1513;3;3548807;35;7;3;2; 
1513;4;3548807;35;7;3;2; 
1513;5;3548807;35;7;3;2; 
1513;6;3548807;35;7;8;1;50
1513;7;3548807;35;7;8;2; 
1514;1;3548807;35;4;1;1;880
1514;2;3548807;35;4;3;2; 
1514;3;3548807;35;4;3;2; 
1514;4;3548807;35;4;3;2; 
1515;1;4305108;43;3;1;2; 
1515;2;4305108;43;3;2;1;450
1515;3;4305108;43;3;3;2; 
1516;1;2905206;29;2;1;1;200
1516;2;2905206;29;2;3;1;30
1517;1;2903607;29;5;1;2; 
1517;2;2903607;29;5;2;1;300
1517;3;2903607;29;5;3;2; 
1517;4;2903607;29;5;3;2; 
1517;5;2903607;29;5;3;2; 
1518;1;4113700;41;6;1;1;610
1518;2;4113700;41;6;3;2; 
1518;3;4113700;41;6;3;2; 
1518;4;4113700;41;6;3;2; 
1518;5;4113700;41;6;3;2; 
1518;6;4113700;41;6;3;2; 
1519;1;4322608;43;3;1;1;150
1519;2;4322608;43;3;3;2; 
1519;3;4322608;43;3;7;1;545
1520;1;5201405;52;5;1;1;160
1520;2;5201405;52;5;2;1;500
1520;3;5201405;52;5;3;1;33
1520;4;5201405;52;5;3;2; 
1520;5;5201405;52;5;3;2; 
1521;1;4315602;43;4;1;1;130
1521;2;4315602;43;4;3;2; 
1521;3;4315602;43;4;3;2; 
1521;4;4315602;43;4;3;2; 
1522;1;4315602;43;4;1;2; 
1522;2;4315602;43;4;2;1;545
1522;3;4315602;43;4;3;2; 
1522;4;4315602;43;4;3;2; 
1523;1;3510500;35;5;1;1;334
1523;2;3510500;35;5;2;1;400
1523;3;3510500;35;5;3;2; 
1523;4;3510500;35;5;3;2; 
1523;5;3510500;35;5;3;2; 
1524;1;4121901;41;5;1;1;112
1524;2;4121901;41;5;2;1;300
1524;3;4121901;41;5;3;2; 
1524;4;4121901;41;5;3;2; 
1524;5;4121901;41;5;3;2; 
1525;2;4121901;41;5;2;1;9999,99
1525;1;4121901;41;5;1;1;22
1525;3;4121901;41;5;4;1;200
1525;4;4121901;41;5;3;2; 
1525;5;4121901;41;5;3;2; 
1526;1;4121901;41;4;1;1;405
1526;2;4121901;41;4;2;1;700
1526;3;4121901;41;4;3;2; 
1526;4;4121901;41;4;3;2; 
1527;1;4121901;41;4;1;1;90
1527;2;4121901;41;4;2;1;200
1527;3;4121901;41;4;4;2; 
1527;4;4121901;41;4;3;2; 
1528;1;4317301;43;4;1;1;545
1528;2;4317301;43;4;2;1;500
1528;3;4317301;43;4;4;2; 
1528;4;4317301;43;4;3;2; 
1529;1;1508100;15;8;1;1;300
1529;2;1508100;15;8;3;2; 
1529;3;1508100;15;8;3;1;150
1529;4;1508100;15;8;8;1;134
1529;5;1508100;15;8;8;2; 
1529;6;1508100;15;8;8;2; 
1529;7;1508100;15;8;8;2; 
1529;8;1508100;15;8;8;2; 
1530;1;2905206;29;6;1;1;500
1530;2;2905206;29;6;2;1;90
1530;3;2905206;29;6;3;2; 
1530;4;2905206;29;6;3;2; 
1530;5;2905206;29;6;3;2; 
1530;6;2905206;29;6;3;2; 
1531;1;5208004;52;8;1;1;234
1531;2;5208004;52;8;2;1;540
1531;3;5208004;52;8;4;2; 
1531;4;5208004;52;8;3;2; 
1531;5;5208004;52;8;3;2; 
1531;6;5208004;52;8;3;2; 
1531;7;5208004;52;8;3;2; 
1531;8;5208004;52;8;3;2; 
1532;1;5108402;51;3;1;1;150
1532;2;5108402;51;3;3;2; 
1532;3;5108402;51;3;3;2; 
1533;1;2611101;26;6;1;1;92
1533;2;2611101;26;6;8;2; 
1533;3;2611101;26;6;3;2; 
1533;4;2611101;26;6;3;2; 
1533;5;2611101;26;6;2;1;150
1533;6;2611101;26;6;3;2; 
1534;1;3548807;35;10;1;1;160
1534;2;3548807;35;10;8;2; 
1534;3;3548807;35;10;9;2; 
1534;4;3548807;35;10;3;2; 
1534;5;3548807;35;10;3;2; 
1534;6;3548807;35;10;3;2; 
1534;7;3548807;35;10;3;2; 
1534;8;3548807;35;10;9;2; 
1534;9;3548807;35;10;8;2; 
1534;10;3548807;35;10;8;2; 
1535;1;4304663;43;3;1;2; 
1535;2;4304663;43;3;4;1;510
1535;3;4304663;43;3;3;1;22
1536;1;4304663;43;8;1;2; 
1536;2;4304663;43;8;2;1;200
1536;3;4304663;43;8;3;2; 
1536;4;4304663;43;8;3;2; 
1536;5;4304663;43;8;3;2; 
1536;6;4304663;43;8;3;2; 
1536;7;4304663;43;8;3;2; 
1536;8;4304663;43;8;3;2; 
1537;1;4320008;43;3;1;1;90
1537;2;4320008;43;3;3;2; 
1537;3;4320008;43;3;3;2; 
1538;1;4305108;43;3;1;1;320
1538;2;4305108;43;3;3;2; 
1538;3;4305108;43;3;3;2; 
1539;1;2606002;26;4;1;1;290
1539;2;2606002;26;4;2;3;50
1539;3;2606002;26;4;4;2; 
1539;4;2606002;26;4;3;2; 
1540;1;3523404;35;6;1;1;200
1540;2;3523404;35;6;3;2; 
1540;3;3523404;35;6;3;2; 
1540;4;3523404;35;6;3;2; 
1540;5;3523404;35;6;3;2; 
1540;6;3523404;35;6;3;2; 
1541;1;5108402;51;6;1;2; 
1541;2;5108402;51;6;2;1;400
1541;3;5108402;51;6;4;2; 
1541;4;5108402;51;6;4;1;50
1541;5;5108402;51;6;4;2; 
1541;6;5108402;51;6;3;2; 
1542;1;3557006;35;7;1;1;380
1542;2;3557006;35;7;3;2; 
1542;3;3557006;35;7;3;2; 
1542;4;3557006;35;7;3;2; 
1542;5;3557006;35;7;3;2; 
1542;6;3557006;35;7;3;2; 
1542;7;3557006;35;7;3;2; 
1543;1;3106705;31;4;1;1;100
1543;2;3106705;31;4;3;2; 
1543;3;3106705;31;4;3;2; 
1543;4;3106705;31;4;3;2; 
1544;1;5002704;50;5;1;2; 
1544;2;5002704;50;5;2;1;560
1544;3;5002704;50;5;3;2; 
1544;4;5002704;50;5;3;2; 
1544;5;5002704;50;5;4;1;560
1545;1;5002704;50;4;1;2; 
1545;2;5002704;50;4;2;1;1000
1545;3;5002704;50;4;3;2; 
1545;4;5002704;50;4;3;2; 
1546;1;5002704;50;4;1;2; 
1546;2;5002704;50;4;2;1;545
1546;3;5002704;50;4;3;2; 
1546;4;5002704;50;4;3;2; 
1547;1;5002704;50;4;1;1;550
1547;2;5002704;50;4;3;2; 
1547;3;5002704;50;4;3;2; 
1547;4;5002704;50;4;3;2; 
1548;1;2611101;26;2;1;1;68
1548;2;2611101;26;2;2;3;100
1549;1;2611101;26;10;1;1;92
1549;2;2611101;26;10;7;1;540
1549;3;2611101;26;10;8;2; 
1549;4;2611101;26;10;8;2; 
1549;5;2611101;26;10;8;2; 
1549;6;2611101;26;10;3;2; 
1549;7;2611101;26;10;3;2; 
1549;8;2611101;26;10;3;2; 
1549;9;2611101;26;10;7;2; 
1549;10;2611101;26;10;8;2; 
1550;1;4315602;43;2;1;3;160
1550;2;4315602;43;2;3;2; 
1551;1;5002704;50;3;1;1;610
1551;2;5002704;50;3;3;1;40
1551;3;5002704;50;3;3;2; 
1552;1;5002704;50;4;1;2; 
1552;2;5002704;50;4;2;1;700
1552;3;5002704;50;4;3;2; 
1552;4;5002704;50;4;3;2; 
1553;1;5108402;51;6;1;1;100
1553;2;5108402;51;6;3;2; 
1553;3;5108402;51;6;7;2; 
1553;4;5108402;51;6;7;1;200
1553;5;5108402;51;6;5;2; 
1553;6;5108402;51;6;4;1;100
1554;1;2105302;21;6;1;1;510
1554;2;2105302;21;6;2;1;200
1554;3;2105302;21;6;3;2; 
1554;4;2105302;21;6;3;2; 
1554;5;2105302;21;6;3;2; 
1554;6;2105302;21;6;3;2; 
1555;1;2613305;26;3;1;1;68
1555;2;2613305;26;3;2;1;160
1555;3;2613305;26;3;3;2; 
1556;1;2613305;26;4;1;1;112
1556;2;2613305;26;4;2;1;200
1556;3;2613305;26;4;3;2; 
1556;4;2613305;26;4;3;2; 
1557;1;2613305;26;4;1;1;112
1557;2;2613305;26;4;2;2; 
1557;3;2613305;26;4;3;2; 
1557;4;2613305;26;4;3;2; 
1558;1;4305108;43;3;1;2; 
1558;2;4305108;43;3;2;1;510
1558;3;4305108;43;3;3;2; 
1559;1;4121901;41;4;1;1;112
1559;2;4121901;41;4;2;1;510
1559;3;4121901;41;4;3;2; 
1559;4;4121901;41;4;3;2; 
1560;1;4121901;41;6;1;1;576
1560;2;4121901;41;6;7;2; 
1560;3;4121901;41;6;7;2; 
1560;4;4121901;41;6;3;1;75
1560;5;4121901;41;6;3;1;75
1560;6;4121901;41;6;3;2; 
1561;1;4121901;41;5;1;1;134
1561;2;4121901;41;5;2;1;510
1561;3;4121901;41;5;3;2; 
1561;4;4121901;41;5;3;2; 
1561;5;4121901;41;5;3;2; 
1562;1;4121901;41;5;1;1;166
1562;2;4121901;41;5;6;1;300
1562;3;4121901;41;5;4;1;100
1562;4;4121901;41;5;8;2; 
1562;5;4121901;41;5;4;1;100
1563;1;2607406;26;5;1;1;514
1563;2;2607406;26;5;2;2; 
1563;3;2607406;26;5;3;2; 
1563;4;2607406;26;5;3;2; 
1563;5;2607406;26;5;3;2; 
1564;1;1101500;11;4;1;2; 
1564;2;1101500;11;4;2;1;200
1564;3;1101500;11;4;3;2; 
1564;4;1101500;11;4;3;2; 
1565;1;1101500;11;4;1;1;50
1565;2;1101500;11;4;2;1;200
1565;3;1101500;11;4;4;2; 
1565;4;1101500;11;4;3;2; 
1566;1;1101500;11;5;1;1;200
1566;2;1101500;11;5;2;1;200
1566;3;1101500;11;5;3;2; 
1566;4;1101500;11;5;3;2; 
1566;5;1101500;11;5;3;2; 
1567;1;1101500;11;5;1;2; 
1567;2;1101500;11;5;2;1;500
1567;3;1101500;11;5;3;2; 
1567;4;1101500;11;5;3;2; 
1567;5;1101500;11;5;3;2; 
1568;1;1101500;11;4;1;2; 
1568;2;1101500;11;4;7;1;540
1568;3;1101500;11;4;4;2; 
1568;4;1101500;11;4;4;2; 
1569;1;1101500;11;4;1;2; 
1569;2;1101500;11;4;2;1;200
1569;3;1101500;11;4;4;1;50
1569;4;1101500;11;4;3;2; 
1570;1;5002704;50;4;1;1;200
1570;2;5002704;50;4;2;1;500
1570;3;5002704;50;4;3;2; 
1570;4;5002704;50;4;3;2; 
1571;1;5002704;50;6;1;1;90
1571;2;5002704;50;6;2;1;545
1571;3;5002704;50;6;3;2; 
1571;4;5002704;50;6;4;2; 
1571;5;5002704;50;6;5;2; 
1571;6;5002704;50;6;5;2; 
1572;1;2611101;26;4;1;1;90
1572;2;2611101;26;4;2;2; 
1572;3;2611101;26;4;4;2; 
1572;4;2611101;26;4;3;2; 
1573;1;2611101;26;6;1;1;2000
1573;2;2611101;26;6;2;2; 
1573;3;2611101;26;6;4;2; 
1573;4;2611101;26;6;4;2; 
1573;5;2611101;26;6;3;2; 
1573;6;2611101;26;6;6;2; 
1574;1;2927408;29;3;1;2; 
1574;2;2927408;29;3;2;1;150
1574;3;2927408;29;3;3;2; 
1575;1;3509700;35;5;1;1;66
1575;2;3509700;35;5;2;1;600
1575;3;3509700;35;5;3;2; 
1575;4;3509700;35;5;3;2; 
1575;5;3509700;35;5;3;2; 
1576;1;3557006;35;8;1;2; 
1576;2;3557006;35;8;2;3;400
1576;3;3557006;35;8;3;2; 
1576;4;3557006;35;8;3;2; 
1576;5;3557006;35;8;3;2; 
1576;6;3557006;35;8;3;2; 
1576;7;3557006;35;8;3;2; 
1576;8;3557006;35;8;3;2; 
1577;1;4113700;41;4;1;1;135
1577;2;4113700;41;4;3;2; 
1577;3;4113700;41;4;3;2; 
1577;4;4113700;41;4;4;1;300
1578;1;4104204;41;3;1;1;68
1578;2;4104204;41;3;2;1;200
1578;3;4104204;41;3;3;2; 
1579;1;4313706;43;4;1;1;545
1579;2;4313706;43;4;2;1;300
1579;3;4313706;43;4;3;2; 
1579;4;4313706;43;4;3;2; 
1580;1;4313706;43;7;1;1;250
1580;2;4313706;43;7;2;1;350
1580;3;4313706;43;7;3;2; 
1580;4;4313706;43;7;3;2; 
1580;5;4313706;43;7;3;2; 
1580;6;4313706;43;7;3;2; 
1580;7;4313706;43;7;3;2; 
1581;1;4313706;43;6;1;1;545
1581;2;4313706;43;6;2;1;350
1581;3;4313706;43;6;3;2; 
1581;4;4313706;43;6;3;2; 
1581;5;4313706;43;6;3;2; 
1581;6;4313706;43;6;3;2; 
1582;1;4315602;43;5;1;1;1305
1582;2;4315602;43;5;2;2; 
1582;3;4315602;43;5;3;1;22
1582;4;4315602;43;5;4;1;35
1582;5;4315602;43;5;3;2; 
1583;1;4315602;43;5;1;1;400
1583;2;4315602;43;5;2;1;300
1583;3;4315602;43;5;3;2; 
1583;4;4315602;43;5;3;2; 
1583;5;4315602;43;5;4;2; 
1584;1;1502954;15;5;1;2; 
1584;2;1502954;15;5;2;1;500
1584;3;1502954;15;5;5;2; 
1584;4;1502954;15;5;4;2; 
1584;5;1502954;15;5;4;2; 
1585;1;3143302;31;4;1;1;55
1585;2;3143302;31;4;2;1;545
1585;3;3143302;31;4;4;2; 
1585;4;3143302;31;4;3;2; 
1586;1;3143302;31;4;1;1;560
1586;2;3143302;31;4;2;1;112
1586;3;3143302;31;4;3;2; 
1586;4;3143302;31;4;3;2; 
1587;1;5108402;51;4;1;2; 
1587;2;5108402;51;4;4;1;300
1587;3;5108402;51;4;4;2; 
1587;4;5108402;51;4;4;1;100
1588;1;5103437;51;4;1;1;100
1588;2;5103437;51;4;2;1;200
1588;3;5103437;51;4;3;2; 
1588;4;5103437;51;4;3;2; 
1589;1;5103437;51;4;1;1;100
1589;2;5103437;51;4;2;1;500
1589;3;5103437;51;4;3;2; 
1589;4;5103437;51;4;3;2; 
1590;1;5103437;51;5;1;1;970
1590;2;5103437;51;5;2;1;300
1590;3;5103437;51;5;3;2; 
1590;4;5103437;51;5;3;2; 
1590;5;5103437;51;5;3;2; 
1591;1;5103437;51;6;1;2; 
1591;2;5103437;51;6;2;1;200
1591;3;5103437;51;6;3;2; 
1591;4;5103437;51;6;3;1;200
1591;5;5103437;51;6;3;2; 
1591;6;5103437;51;6;4;2; 
1592;1;5103437;51;5;1;2; 
1592;2;5103437;51;5;2;1;400
1592;3;5103437;51;5;3;2; 
1592;4;5103437;51;5;3;2; 
1592;5;5103437;51;5;3;2; 
1593;1;5103437;51;4;1;1;60
1593;2;5103437;51;4;2;1;250
1593;3;5103437;51;4;3;2; 
1593;4;5103437;51;4;3;2; 
1594;1;3106705;31;4;1;2; 
1594;2;3106705;31;4;4;1;545
1594;3;3106705;31;4;3;2; 
1594;4;3106705;31;4;3;2; 
1595;1;3306107;33;10;1;1;674
1595;2;3306107;33;10;4;2; 
1595;3;3306107;33;10;3;2; 
1595;4;3306107;33;10;4;2; 
1595;5;3306107;33;10;3;2; 
1595;6;3306107;33;10;3;2; 
1595;7;3306107;33;10;5;2; 
1595;8;3306107;33;10;5;2; 
1595;9;3306107;33;10;5;2; 
1595;10;3306107;33;10;2;1;200
1596;1;4320008;43;3;1;1;900
1596;2;4320008;43;3;2;1;540
1596;3;4320008;43;3;5;1;40
1597;1;5201108;52;6;1;1;134
1597;2;5201108;52;6;2;1;600
1597;3;5201108;52;6;4;2; 
1597;4;5201108;52;6;3;2; 
1597;5;5201108;52;6;3;2; 
1597;6;5201108;52;6;3;2; 
1598;1;5201108;52;4;1;2; 
1598;2;5201108;52;4;2;1;600
1598;3;5201108;52;4;4;2; 
1598;4;5201108;52;4;3;2; 
1599;1;2611101;26;8;1;1;22
1599;2;2611101;26;8;2;3;300
1599;3;2611101;26;8;4;2; 
1599;4;2611101;26;8;3;2; 
1599;5;2611101;26;8;3;2; 
1599;6;2611101;26;8;4;3;50
1599;7;2611101;26;8;4;2; 
1599;8;2611101;26;8;4;2; 
1600;1;2611101;26;4;1;1;135
1600;2;2611101;26;4;3;2; 
1600;3;2611101;26;4;3;2; 
1600;4;2611101;26;4;3;2; 
1601;1;2611101;26;4;1;1;44
1601;2;2611101;26;4;2;1;300
1601;3;2611101;26;4;3;2; 
1601;4;2611101;26;4;3;2; 
1602;1;1600303;16;7;1;1;134
1602;2;1600303;16;7;2;1;200
1602;3;1600303;16;7;3;2; 
1602;4;1600303;16;7;3;2; 
1602;5;1600303;16;7;3;1;50
1602;6;1600303;16;7;8;1;50
1602;7;1600303;16;7;8;2; 
1603;1;1600303;16;3;1;1;150
1603;2;1600303;16;3;2;1;100
1603;3;1600303;16;3;3;2; 
1604;1;3301405;33;2;1;1;580
1604;2;3301405;33;2;3;2; 
1605;1;3301405;33;2;1;1;400
1605;2;3301405;33;2;2;1;100
1606;1;3301405;33;6;1;2; 
1606;2;3301405;33;6;2;1;545
1606;3;3301405;33;6;3;2; 
1606;4;3301405;33;6;3;2; 
1606;5;3301405;33;6;3;2; 
1606;6;3301405;33;6;3;2; 
1607;1;4113700;41;1;1;1;128
1608;1;3169307;31;6;1;1;132
1608;2;3169307;31;6;3;2; 
1608;3;3169307;31;6;3;2; 
1608;4;3169307;31;6;3;2; 
1608;5;3169307;31;6;3;2; 
1608;6;3169307;31;6;4;1;42
1609;1;4112801;41;7;1;1;134
1609;2;4112801;41;7;2;1;550
1609;3;4112801;41;7;3;2; 
1609;4;4112801;41;7;3;2; 
1609;5;4112801;41;7;3;2; 
1609;6;4112801;41;7;3;2; 
1609;7;4112801;41;7;3;2; 
1610;1;2207702;22;5;1;1;64
1610;2;2207702;22;5;2;1;540
1610;3;2207702;22;5;3;1;32
1610;4;2207702;22;5;3;1;32
1610;5;2207702;22;5;3;1;32
1611;1;1200401;12;7;1;2; 
1611;2;1200401;12;7;2;1;700
1611;3;1200401;12;7;4;2; 
1611;4;1200401;12;7;4;2; 
1611;5;1200401;12;7;3;2; 
1611;6;1200401;12;7;3;2; 
1611;7;1200401;12;7;3;1;134
1612;1;1504208;15;8;1;1;220
1612;2;1504208;15;8;2;3;30
1612;3;1504208;15;8;4;2; 
1612;4;1504208;15;8;4;2; 
1612;5;1504208;15;8;3;2; 
1612;6;1504208;15;8;3;2; 
1612;7;1504208;15;8;4;2; 
1612;8;1504208;15;8;4;3;20
1613;1;2105302;21;4;1;1;150
1613;2;2105302;21;4;3;2; 
1613;3;2105302;21;4;3;2; 
1613;4;2105302;21;4;3;2; 
1614;1;3301405;33;6;1;1;500
1614;2;3301405;33;6;2;1;200
1614;3;3301405;33;6;3;2; 
1614;4;3301405;33;6;4;2; 
1614;5;3301405;33;6;3;2; 
1614;6;3301405;33;6;3;2; 
1615;2;1400100;14;5;2;1;9999,99
1615;1;1400100;14;5;1;1;240
1615;3;1400100;14;5;3;2; 
1615;4;1400100;14;5;3;2; 
1615;5;1400100;14;5;3;2; 
1616;1;2611101;26;3;1;1;90
1616;2;2611101;26;3;8;2; 
1616;3;2611101;26;3;3;2; 
1617;1;3143906;31;4;1;1;250
1617;2;3143906;31;4;2;1;350
1617;3;3143906;31;4;3;2; 
1617;4;3143906;31;4;3;2; 
1618;1;3143906;31;4;1;1;1200
1618;2;3143906;31;4;2;2; 
1618;3;3143906;31;4;3;2; 
1618;4;3143906;31;4;3;2; 
1619;1;4111407;41;6;1;1;250
1619;2;4111407;41;6;2;1;250
1619;3;4111407;41;6;7;2; 
1619;4;4111407;41;6;3;2; 
1619;5;4111407;41;6;3;2; 
1619;6;4111407;41;6;3;2; 
1620;1;5105903;51;6;1;1;560
1620;2;5105903;51;6;2;1;530
1620;3;5105903;51;6;4;2; 
1620;4;5105903;51;6;4;2; 
1620;5;5105903;51;6;3;2; 
1620;6;5105903;51;6;3;2; 
1621;1;5105903;51;4;1;1;300
1621;2;5105903;51;4;2;1;350
1621;3;5105903;51;4;4;2; 
1621;4;5105903;51;4;8;2; 
1622;1;2614501;26;3;1;1;68
1622;2;2614501;26;3;3;2; 
1622;3;2614501;26;3;3;2; 
1623;2;2614501;26;3;2;1;9999,99
1623;1;2614501;26;3;1;1;90
1623;3;2614501;26;3;3;2; 
1624;1;2614501;26;3;1;1;168
1624;2;2614501;26;3;4;2; 
1624;3;2614501;26;3;4;2; 
1625;1;2614501;26;3;1;1;90
1625;2;2614501;26;3;2;1;300
1625;3;2614501;26;3;3;2; 
1626;1;2614501;26;3;1;1;68
1626;2;2614501;26;3;4;2; 
1626;3;2614501;26;3;3;2; 
1627;1;2614501;26;4;1;1;103
1627;2;2614501;26;4;4;1;120
1627;3;2614501;26;4;3;2; 
1627;4;2614501;26;4;3;2; 
1628;1;3143906;31;7;1;1;250
1628;2;3143906;31;7;3;1;100
1628;3;3143906;31;7;3;2; 
1628;4;3143906;31;7;3;2; 
1628;5;3143906;31;7;8;2; 
1628;6;3143906;31;7;4;1;220
1628;7;3143906;31;7;5;2; 
1629;1;3143906;31;6;1;2; 
1629;2;3143906;31;6;2;1;540
1629;3;3143906;31;6;4;2; 
1629;4;3143906;31;6;3;2; 
1629;5;3143906;31;6;3;2; 
1629;6;3143906;31;6;3;2; 
1630;1;4115408;41;8;1;1;166
1630;2;4115408;41;8;2;1;700
1630;3;4115408;41;8;3;2; 
1630;4;4115408;41;8;3;2; 
1630;5;4115408;41;8;3;2; 
1630;6;4115408;41;8;3;2; 
1630;7;4115408;41;8;3;2; 
1630;8;4115408;41;8;3;2; 
1631;1;1303403;13;6;1;1;244
1631;2;1303403;13;6;2;1;200
1631;3;1303403;13;6;4;3;30
1631;4;1303403;13;6;3;2; 
1631;5;1303403;13;6;3;2; 
1631;6;1303403;13;6;3;2; 
1632;1;1400100;14;5;1;1;450
1632;2;1400100;14;5;3;2; 
1632;3;1400100;14;5;3;2; 
1632;4;1400100;14;5;3;2; 
1632;5;1400100;14;5;3;2; 
1633;1;2900702;29;3;1;1;122
1633;2;2900702;29;3;4;2; 
1633;3;2900702;29;3;5;2; 
1634;1;4105805;41;4;1;1;100
1634;2;4105805;41;4;2;1;500
1634;3;4105805;41;4;3;2; 
1634;4;4105805;41;4;3;2; 
1635;1;4320008;43;3;1;1;900
1635;2;4320008;43;3;2;2; 
1635;3;4320008;43;3;3;1;40
1636;1;4320008;43;5;1;1;22
1636;2;4320008;43;5;2;2; 
1636;3;4320008;43;5;5;1;80
1636;4;4320008;43;5;3;2; 
1636;5;4320008;43;5;3;2; 
1637;1;2614501;26;4;1;1;68
1637;2;2614501;26;4;2;2; 
1637;3;2614501;26;4;4;2; 
1637;4;2614501;26;4;4;2; 
1638;1;1303700;13;11;1;1;80
1638;2;1303700;13;11;2;1;400
1638;3;1303700;13;11;3;2; 
1638;4;1303700;13;11;3;2; 
